company,location,launch_date,rocket,mission,rocket_status,price,mission_status
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2003-01-16,Space Shuttle Columbia,STS-107,Retired,450,Failure
Northrop,"Stargazer, Cape Canaveral AFS, Florida, USA",2003-01-25,Pegasus XL,SORCE,Active,40,Success
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",2003-01-29,Delta II 7925,GPS IIR-8,Retired,,Success
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",2003-02-15,Ariane 44L,Intelsat 907,Retired,,Success
Boeing,"SLC-37B, Cape Canaveral AFS, Florida, USA",2003-03-11,Delta IV Medium,DSCS-3 A3,Retired,133,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",2003-03-28,H-IIA 2024,"IGS-Optical 1, IGS-Radar 1",Retired,,Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",2003-03-31,Delta II 7925,GPS IIR-9,Retired,,Success
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia",2003-04-02,Molniya-M /Block ML,Molniya-1T n†­172,Retired,,Success
Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA",2003-04-08,Titan IV(401)B,Milstar DFS-6,Retired,,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2003-04-09,Ariane 5 G,INSAT-3A & Galaxy 12,Retired,,Success
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",2003-04-12,Atlas IIIB,AsiaSat 4,Retired,,Success
Northrop,"Stargazer, Cape Canaveral AFS, Florida, USA",2003-04-28,Pegasus XL,GALEX,Active,40,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2003-05-08,GSLV Mk I,GSAT-2,Retired,47,Success
ISAS,"Mu Pad, Uchinoura Space Center, Japan",2003-05-09,Mu-V / M-25,Hayabusa,Retired,,Success
ILS,"SLC-41, Cape Canaveral AFS, Florida, USA",2003-05-13,Atlas V 401,HellasSat-2,Active,109,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",2003-05-24,Long March 3A,Beidou-1C,Active,69.7,Success
Starsem,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2003-06-02,Soyuz FG/Fregat,Mars Express,Retired,,Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",2003-06-04,Cosmos-3M (11K65M),Cosmos 2398,Retired,,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2003-06-10,Zenit-3 SL,Thuraya-2,Retired,,Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",2003-06-10,Delta II 7925,Spirit,Retired,,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2003-06-11,Ariane 5 G,Optus C1 & BSAT-2c,Retired,,Success
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia",2003-06-19,Molniya-M /Block ML,Molniya-3 n†­173,Retired,,Success
Northrop,"Stargazer, Vandenberg AFB, California, USA",2003-06-26,Pegasus XL,OrbView-3,Active,40,Success
Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia",2003-06-30,Rokot/Briz KM,Monitor-E GVM & Others,Retired,41.8,Success
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",2003-07-08,Delta II 7925H,Opportunity,Retired,,Success
ILS,"SLC-41, Cape Canaveral AFS, Florida, USA",2003-07-17,Atlas V 521,Rainbow 1,Retired,135,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2003-08-08,Zenit-3 SL,EchoStar 9,Retired,,Success
Northrop,"Stargazer, Vandenberg AFB, California, USA",2003-08-13,Pegasus XL,SCISAT-1,Active,40,Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",2003-08-19,Cosmos-3M (11K65M),Cosmos 2400 and 2401,Retired,,Success
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",2003-08-25,Delta II 7920H,Spitzer Space Telescope,Retired,,Success
AEB,"VLS Pad, Alc�ntara Launch Center, Maranh�o, Brazil",2003-08-25,VLS-1,"SATEC, UNOSAT",Retired,,Prelaunch Failure
Boeing,"SLC-37B, Cape Canaveral AFS, Florida, USA",2003-08-29,Delta IV Medium,DSCS-3 B6,Retired,133,Success
Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA",2003-09-09,Titan IV(401)B,NROL-19 (Mentor),Retired,,Success
CASIC,"Taiyuan Satellite Launch Center, China",2003-09-16,Kaituozhe 1,PS 2,Retired,,Failure
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",2003-09-27,Cosmos-3M (11K65M),STSAT 1 & Others,Retired,,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2003-09-27,Ariane 5 G,"Insat 3E, eBird-1, SMART-1",Retired,,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2003-10-01,Zenit-3 SL,Galaxy-13,Retired,,Success
CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",2003-10-15,Long March 2F,Shenzhou 5,Retired,,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2003-10-17,PSLV-G,RESOURCESAT-1 (IRS-P6),Retired,25,Success
Lockheed,"SLC-4W, Vandenberg AFB, California, USA",2003-10-18,Titan II(23)G,USA-172,Retired,35,Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China",2003-10-21,Long March 4B,CBERS-2 & Chuangxin 1(01),Active,64.68,Success
Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia",2003-10-30,Rokot/Briz KM,SERVIS-1,Retired,41.8,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2003-11-03,Long March 2D,FSW-3 No.1,Active,29.75,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",2003-11-14,Long March 3A,Chinasat-20,Active,69.7,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",2003-11-29,H-IIA 2024,"IGS-Optical (2), IGS-Radar (2)",Retired,,Failure
Lockheed,"SLC-3E, Vandenberg AFB, California, USA",2003-12-02,Atlas IIAS,NROL-18 (Intruder 6A & 6B),Retired,,Success
VKS RF,"Site 175/59, Baikonur Cosmodrome, Kazakhstan",2003-12-05,Strela,Gruzomaket,Retired,,Success
Lockheed,"SLC-36B, Cape Canaveral AFS, Florida, USA",2003-12-10,Atlas IIIB,UHF F/O F11,Retired,,Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",2003-12-21,Delta II 7925,GPS IIR-10,Retired,,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",2003-12-29,Long March 2C,Double Star 1,Active,30.8,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2004-01-11,Zenit-3 SL,Telstar 14,Retired,,Success
ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",2004-02-05,Atlas IIAS,AMC-10,Retired,,Success
Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA",2004-02-14,Titan IV(402)B,DSP,Retired,,Success
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia",2004-02-18,Molniya-M /Block ML,Cosmos 2405 (Molniya-1T n†­174),Retired,,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2004-03-02,Ariane 5 G+,Rosetta & Philae,Retired,190,Success
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",2004-03-13,Atlas IIIA,MBSat,Retired,,Success
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",2004-03-20,Delta II 7925,GPS IIR-11,Retired,,Success
ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",2004-04-16,Atlas IIAS,Superbird 6,Retired,,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",2004-04-18,Long March 2C,Shiyan-1 & Nano Satellite 1,Active,30.8,Success
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",2004-04-19,Atlas IIAS,AMC-11,Retired,,Success
Boeing,"SLC-2W, Vandenberg AFB, California, USA",2004-04-20,Delta II 7920-10C,Gravity Probe B,Retired,,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2004-05-04,Zenit-3 SL,DirecTV-7S,Retired,,Success
Northrop,"SLC-576E, Vandenberg AFB, California, USA",2004-05-20,Minotaur C (Taurus),ROCSAT-2,Active,45,Success
VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",2004-05-28,Tsyklon-2,Cosmos 2405,Retired,,Success
VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",2004-06-10,Zenit-2,Cosmos 2406,Retired,,Success
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",2004-06-23,Delta II 7925,GPS IIR-12,Retired,,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2004-06-29,Zenit-3 SL,Telstar 18,Retired,,Success
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",2004-06-29,Dnepr,DEMETER & Others,Retired,29,Success
Boeing,"SLC-2W, Vandenberg AFB, California, USA",2004-07-15,Delta II 7920-10L,Aura,Retired,,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2004-07-18,Ariane 5 G+,Anik F2,Retired,190,Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",2004-07-22,Cosmos-3M (11K65M),Cosmos 2407,Retired,,Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China",2004-07-25,Long March 2C,Double Star 2,Active,30.8,Success
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",2004-08-03,Delta II 7925H,MESSENGER,Retired,,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2004-08-29,Long March 2C,FSW-4 No.1,Active,30.8,Success
Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA",2004-08-31,Atlas IIAS,NROL-1,Retired,,Success
IAI,"Pad 1, Palmachim Airbase, Israel",2004-09-06,Shavit-1,Ofek-6,Retired,,Failure
CASC,"LC-7, Taiyuan Satellite Launch Center, China",2004-09-08,Long March 4B,Shijian-6A & 6B,Active,64.68,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2004-09-20,GSLV Mk I,GSAT-3,Retired,47,Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",2004-09-23,Cosmos-3M (11K65M),Cosmos 2408 and 2409,Retired,,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2004-09-27,Long March 2D,FSW-3 No.2,Active,29.75,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",2004-10-19,Long March 3A,Fengyun-2C,Active,69.7,Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China",2004-11-06,Long March 4B,Ziyuan ll-03,Active,64.68,Success
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",2004-11-06,Delta II 7925,GPS IIR-13,Retired,,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",2004-11-08,Soyuz 2.1a,Demo Flight,Active,17.42,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",2004-11-18,Long March 2C,Shiyan-2,Active,30.8,Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",2004-11-20,Delta II 7320-10C,Swift,Retired,,Success
ILS,"SLC-41, Cape Canaveral AFS, Florida, USA",2004-12-17,Atlas V 521,AMC-16,Retired,135,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2004-12-18,Ariane 5 G+,"Helios 2A, Essaim-1,2,3,4, PARASOL, Nanosat 01",Retired,190,Success
Boeing,"SLC-37B, Cape Canaveral AFS, Florida, USA",2004-12-21,Delta IV Heavy,DemoSat and 3CS-1 & 2,Active,350,Partial Failure
VKS RF,"Site 32/2, Plesetsk Cosmodrome, Russia",2004-12-24,Tsyklon-3,Sich 1M & Micron 1,Retired,,Partial Failure
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",2005-01-12,Delta II 7925,Deep Impact,Retired,,Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",2005-01-20,Cosmos-3M (11K65M),Cosmos 2414 & Universitietski,Retired,,Success
Lockheed,"SLC-36B, Cape Canaveral AFS, Florida, USA",2005-02-03,Atlas IIIB,NROL-23 (Intruder 7A & 7B),Retired,,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2005-02-12,Ariane 5 ECA,"XTAR-EUR, Maqsat-B2, Sloshsat-FLEVO",Active,200,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",2005-02-26,H-IIA 2022,Himawari 6,Retired,,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2005-03-01,Zenit-3 SL,XM-3,Retired,,Success
ILS,"SLC-41, Cape Canaveral AFS, Florida, USA",2005-03-11,Atlas V 431,Inmarsat-4 F1,Retired,130,Success
Northrop,"SLC-8, Vandenberg AFB, California, USA",2005-04-11,Minotaur I,XSS-11,Active,40,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",2005-04-12,Long March 3B,Apstar 6,Retired,,Success
Northrop,"Stargazer, Vandenberg AFB, California, USA",2005-04-15,Pegasus XL,DART,Active,40,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2005-04-26,Zenit-3 SL,Spaceway-1,Retired,,Success
Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA",2005-04-30,Titan IV(405)B,NROL-16 (Onyx),Retired,,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2005-05-05,PSLV-G,Cartosat-1 & HAMSAT,Retired,25,Success
Boeing,"SLC-2W, Vandenberg AFB, California, USA",2005-05-20,Delta II 7320-10C,NOAA-N,Retired,,Success
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia",2005-06-21,Molniya-M /Block ML,Molniya-3K n†­175,Retired,,Failure
SRC,"K-496 Submarine, Barents Sea Launch Area, Barents Sea",2005-06-21,Volna,Cosmos 1,Retired,,Failure
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2005-06-23,Zenit-3 SL,Intelsat-Americas 8,Retired,,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2005-07-05,Long March 2D,Shijian-7,Active,29.75,Success
ISAS,"Mu Pad, Uchinoura Space Center, Japan",2005-07-10,Mu-V / M-25,Suzaku,Retired,,Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA",2005-07-26,Space Shuttle Discovery,STS-114,Retired,450,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2005-08-02,Long March 2C,FSW-4 No. 2,Active,30.8,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2005-08-11,Ariane 5 GS,iPStar-1,Retired,,Success
ILS,"SLC-41, Cape Canaveral AFS, Florida, USA",2005-08-12,Atlas V 401,Mars Reconnaissance Orbiter,Active,109,Success
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",2005-08-23,Dnepr,Kirari and Reimei,Retired,29,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",2005-08-26,Rokot/Briz KM,Monitor-E,Retired,41.8,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2005-08-29,Long March 2D,FSW-3 No. 3,Active,29.75,Success
Northrop,"SLC-8, Vandenberg AFB, California, USA",2005-09-22,Minotaur I,Streak (STP-R1),Active,40,Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",2005-09-26,Delta II 7925,GPS IIRM-1,Retired,,Success
Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia",2005-10-08,Rokot/Briz KM,CryoSat-1,Retired,41.8,Failure
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2005-10-13,Ariane 5 GS,Syracuse 3A & Galaxy 15,Retired,,Success
CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",2005-10-16,Long March 2F,Shenzhou 6,Retired,,Success
Lockheed,"SLC-4E, Vandenberg AFB, California, USA",2005-10-19,Titan IV(404)B,NROL-20 (KH-11 Kennen),Retired,,Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",2005-10-27,Cosmos-3M (11K65M),TopSat 1 & Others,Retired,,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2005-11-08,Zenit-3 SL,Inmarsat 4F-2,Retired,,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2005-11-16,Ariane 5 ECA,Spaceway-2 & Telkom-2,Active,200,Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",2005-12-21,Cosmos-3M (11K65M),Cosmos 2416,Retired,,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2005-12-21,Ariane 5 GS,INSAT-4A & MSG-2,Retired,,Success
ILS,"SLC-41, Cape Canaveral AFS, Florida, USA",2006-01-19,Atlas V 551,New Horizons,Active,153,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",2006-01-24,H-IIA 2022,Daichi,Retired,,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2006-02-15,Zenit-3 SL,EchoStar-X,Retired,,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",2006-02-18,H-IIA 2024,Himawari 7,Retired,,Success
ISAS,"Mu Pad, Uchinoura Space Center, Japan",2006-02-21,Mu-V / M-25,"SSSat 1, CUTE 1.7 & Akari",Retired,,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2006-03-11,Ariane 5 ECA,Spainsat & Hot Bird 7A,Active,200,Success
SpaceX,"Omelek Island, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",2006-03-24,Falcon 1,FalconSat-2,Retired,7,Failure
Northrop,"Stargazer, Vandenberg AFB, California, USA",2006-03-28,Pegasus XL,ST-5,Active,40,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2006-04-12,Zenit-3 SL,JCSat-9,Retired,,Success
Northrop,"SLC-8, Vandenberg AFB, California, USA",2006-04-15,Minotaur I,COSMIC (FORMOSAT-3),Active,40,Success
ILS,"SLC-41, Cape Canaveral AFS, Florida, USA",2006-04-20,Atlas V 411,Astra 1KR,Retired,115,Success
MITT,"Svobodny Cosmodrome, Russia",2006-04-25,Start-1,EROS B,Active,,Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China",2006-04-26,Long March 4C,Yaogan 1,Active,64.68,Success
Boeing,"SLC-2W, Vandenberg AFB, California, USA",2006-04-28,Delta II 7420-10C,"CloudSat, CALIPSO",Retired,,Success
Boeing,"SLC-37B, Cape Canaveral AFS, Florida, USA",2006-05-24,"Delta IV Medium+ (4,2)",GOES-N (GOES-13),Retired,164,Success
SRC,"K-84 Submarine, Barents Sea Launch Area, Barents Sea",2006-05-26,Shtil',Kompass-2,Retired,,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2006-05-27,Ariane 5 ECA,Satmex-6 & Thaicom-5,Active,200,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2006-06-18,Zenit-3 SL,Galaxy 16,Retired,,Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",2006-06-21,Delta II 7925,MiTEx,Retired,,Success
VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",2006-06-25,Tsyklon-2,Cosmos 2421,Retired,,Success
Boeing,"SLC-6, Vandenberg AFB, California, USA",2006-06-28,"Delta IV Medium+ (4,2)",NROL-22,Retired,164,Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA",2006-07-04,Space Shuttle Discovery,STS-121,Retired,450,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2006-07-10,GSLV Mk I,INSAT-4C,Retired,47,Failure
Kosmotras,"Site 370/13, Yasny Cosmodrome, Russia",2006-07-12,Dnepr,Genesis 1,Retired,29,Success
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia",2006-07-21,Molniya-M /Block 2BL,Cosmos 2422,Retired,,Success
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",2006-07-26,Dnepr,BelKa 1 & Others,Retired,29,Failure
Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia",2006-07-28,Rokot/Briz KM,KompSat-2,Retired,41.8,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2006-08-11,Ariane 5 ECA,JCSAT-10 & Syracuse 3B,Active,200,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2006-08-22,Zenit-3 SL,Koreasat 5,Retired,,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2006-09-09,Long March 2C,Shijian-8,Active,30.8,Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA",2006-09-09,Space Shuttle Atlantis,STS-115,Retired,450,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",2006-09-11,H-IIA 202,IGS-Optical 2,Active,90,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",2006-09-12,Long March 3A,Chinasat-22A,Active,69.7,Success
ISAS,"Mu Pad, Uchinoura Space Center, Japan",2006-09-22,Mu-V / M-25,"SSSat 2, Hinode & Camatai",Retired,,Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",2006-09-25,Delta II 7925,GPS IIRM-2,Retired,,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2006-10-13,Ariane 5 ECA,"DirecTV-9S, Optus D1, LDREX-2",Active,200,Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China",2006-10-23,Long March 4B,Shijian-6C & 6D,Active,64.68,Success
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",2006-10-26,Delta II 7925-10L,STEREO,Retired,,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",2006-10-28,Long March 3B,SinoSat 2,Retired,,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2006-10-30,Zenit-3 SL,XM-4,Retired,,Success
Boeing,"SLC-6, Vandenberg AFB, California, USA",2006-11-04,Delta IV Medium,DMSP F17,Retired,133,Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",2006-11-17,Delta II 7925,GPS IIRM-3,Retired,,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",2006-12-08,Long March 3A,Fengyun-2D,Active,69.7,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2006-12-08,Ariane 5 ECA,WildBlue-1 & AMC-18,Active,200,Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA",2006-12-10,Space Shuttle Discovery,STS-116,Retired,450,Success
ULA,"SLC-2W, Vandenberg AFB, California, USA",2006-12-14,Delta II 7920-10C,NROL-21,Retired,,Success
Northrop,"LP-0B, Wallops Flight Facility, Virginia, USA",2006-12-16,Minotaur I,TacSat-2 & GeneSat-1,Active,40,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",2006-12-18,H-IIA 204,Kiku 8,Active,,Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",2006-12-19,Cosmos-3M (11K65M),SAR-Lupe 1,Retired,,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",2007-01-10,PSLV-G,Cartosat-2 & SRE-1 & Rideshares,Retired,25,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2007-01-30,Zenit-3 SL,NSS-8,Retired,,Failure
CASC,"LC-2, Xichang Satellite Launch Center, China",2007-02-02,Long March 3A,Beidou-1D,Active,69.7,Success
ULA,"SLC-17B, Cape Canaveral AFS, Florida, USA",2007-02-17,Delta II 7925-10C,THEMIS,Retired,,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",2007-02-24,H-IIA 2024,"IGS-Optical 3V, IGS-Radar 2",Retired,,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2007-03-09,Atlas V 401,"STP-1, FalconSat-3",Active,109,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2007-03-11,Ariane 5 ECA,Skynet 5A & INSAT-4B,Active,200,Success
SpaceX,"Omelek Island, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",2007-03-21,Falcon 1,DemoSat,Retired,7,Failure
CASC,"LC-7, Taiyuan Satellite Launch Center, China",2007-04-11,Long March 2C,Haiyang-1B,Active,30.8,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",2007-04-13,Long March 3A,Compass-M1,Active,69.7,Success
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",2007-04-17,Dnepr,EgyptSat 1 & Others,Retired,29,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2007-04-23,PSLV-CA,AGILE & AAM,Active,21,Success
Northrop,"LP-0B, Wallops Flight Facility, Virginia, USA",2007-04-24,Minotaur I,NFIRE,Active,40,Success
Northrop,"Stargazer, Vandenberg AFB, California, USA",2007-04-25,Pegasus XL,AIM,Active,40,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2007-05-04,Ariane 5 ECA,Astra 1L & Galaxy 17,Active,200,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",2007-05-13,Long March 3B/E,NIGCOMSAT-1,Active,29.15,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2007-05-25,Long March 2D,Yaogan 2 & ZDPS-1,Active,29.75,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",2007-05-31,Long March 3A,SinoSat 3,Active,69.7,Success
ULA,"SLC-2W, Vandenberg AFB, California, USA",2007-06-08,Delta II 7420-10C,COSMO-SkyMed,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2007-06-08,Space Shuttle Atlantis,STS-117,Retired,450,Success
IAI,"Pad 1, Palmachim Airbase, Israel",2007-06-10,Shavit-2,Ofek-7,Active,,Success
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",2007-06-15,Dnepr,TerraSAR-X,Retired,29,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",2007-06-15,Atlas V 401,NROL-30 & NOSS-3,Active,109,Partial Failure
Kosmotras,"Site 370/13, Yasny Cosmodrome, Russia",2007-06-28,Dnepr,Genesis 2,Retired,29,Success
VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",2007-06-29,Zenit-2,Cosmos 2428,Retired,,Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",2007-07-02,Cosmos-3M (11K65M),SAR-Lupe 2,Retired,,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",2007-07-05,Long March 3B,Chinasat-6B,Retired,,Success
ULA,"SLC-17A, Cape Canaveral AFS, Florida, USA",2007-08-04,Delta II 7925,Phoenix,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",2007-08-08,Space Shuttle Endeavour,STS-118,Retired,450,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",2007-08-14,Ariane 5 ECA,Spaceway-3 & BSat-3A,Active,200,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",2007-09-02,GSLV Mk I,INSAT-4CR,Retired,47,Partial Failure
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",2007-09-11,Cosmos-3M (11K65M),Cosmos 2429,Retired,,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",2007-09-14,H-IIA 2022,SELENE,Retired,,Success
ULA,"SLC-2W, Vandenberg AFB, California, USA",2007-09-18,Delta II 7920-10C,DigitalGlobe WorldView-1,Retired,,Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China",2007-09-19,Long March 4B,CBERS-2B,Active,64.68,Success
